fips,name,gdp_usd,housing_usd,farm_usd,rest_usd,jobs,pop,farm_ha,allocated_usd,matched
01079,"Lawrence, AL",899892000.0,168978061.50206792,35212000.0,7745522.579811335,5153.0,110194454.0,6.3272596e+07,899891999.4915504,True
01081,"Lee, AL",8857195000.0,1216879000.0,38521400.0,6313600.0,64944.0,881688073.0,3.0728752e+07,8857194999.979189,True
01083,"Limestone, AL",6637938000.0,862497198.7729969,65010666.666666664,602965768.6319933,33073.0,562454126.0,6.65813e+07,6637938000.990529,True
01085,"Lowndes, AL",506390000.0,44036260.63247901,44049667.38729985,0.0,3065.0,25659440.0,4.139703e+07,506389998.8906384,True
01087,"Macon, AL",711097000.0,98437304.73590533,2723795.4339355663,0.0,4711.0,49090601.0,3.7580988e+07,711096999.9314857,True
01089,"Madison, AL",36663437000.0,3922401000.0,15668666.666666666,2473333.3333358765,217020.0,2422977590.0,6.683711e+07,36663437000.3218,True
01091,"Marengo, AL",1040402000.0,87302328.91648136,43429250.0,22537177.347640753,7402.0,56931843.0,4.2762748e+07,1040401999.7185814,True
01093,"Marion, AL",1303337000.0,148310000.0,43034800.0,37256003.96657801,11037.0,65569818.0,3.518201e+07,1303336999.1638248,True
01095,"Marshall, AL",5008343000.0,557087225.8309942,55734890.04216353,0.0,40328.0,367372212.0,3.6026804e+07,5008342999.187578,True
01097,"Mobile, AL",28705827000.0,3052771658.7084975,82505115.28065296,0.0,181672.0,1748148231.2879314,4.928207e+07,28705827000.335358,True
01099,"Monroe, AL",822620000.0,78086000.0,36341200.0,9071500.193161845,5784.0,51536069.0,5.0232184e+07,822620000.3094451,True
01101,"Montgomery, AL",18754598000.0,1819651000.0,45529600.0,9849400.0,132478.0,1039264121.0,4.9272812e+07,18754597999.668915,True
01103,"Morgan, AL",7999033000.0,748057669.2010114,29787155.394046497,0.0,53389.0,513603838.0,3.1565258e+07,7999033000.727911,True
01105,"Perry, AL",251860000.0,36791000.0,37271000.0,11892874.0081774,1757.0,18147020.0,4.4009532e+07,251859999.11341757,True
01107,"Pickens, AL",545078000.0,65365000.0,43898000.0,1500603.5841696262,3396.0,49439807.0,3.2611054e+07,545078000.3920671,True
01109,"Pike, AL",1966642000.0,174874651.1197214,47335057.37670212,0.0,15417.0,114346549.0,4.497378e+07,1966641999.105783,True
01111,"Randolph, AL",657160000.0,99863000.0,70064600.0,13637964.969902158,4928.0,87663176.0,2.6155596e+07,657160000.9914557,True
01113,"Russell, AL",2149043000.0,366364000.0,9752200.0,932800.0,13941.0,229968568.0,2.8825614e+07,2149043000.1576777,True
01115,"St. Clair, AL",2917417000.0,474633000.0,21170400.0,5279600.0,22156.0,424260583.0,2.7596398e+07,2917417000.1056323,True
01117,"Shelby, AL",16736641000.0,2669930000.0,36576200.0,2019800.0,95355.0,1478236280.9162588,3.2301256e+07,16736640999.34481,True
01119,"Sumter, AL",417697000.0,49493567.521481,37932800.0,11964753.683722436,2933.0,32275886.0,2.8082848e+07,417696998.7532969,True
01121,"Talladega, AL",3990010000.0,332609000.0,12766750.0,431250.0,26861.0,275160322.0,4.2912892e+07,3990009999.6306624,True
01123,"Tallapoosa, AL",1806603000.0,264207000.0,14914600.0,2982052.176110983,12620.0,160789300.0,2.8476656e+07,1806602999.5426154,True
01125,"Tuscaloosa, AL",13925917000.0,1785886011.6793265,20576147.80803649,0.0,98811.0,1133627839.0,4.6243424e+07,13925916999.407581,True
01127,"Walker, AL",2400442000.0,293040123.2627074,26526470.147569656,0.0,18440.0,193497324.0,2.9933466e+07,2400441999.7680697,True
01129,"Washington, AL",1161365000.0,52825780.02078702,34498335.35198915,0.0,3076.0,45486320.0,2.994404e+07,1161364998.9092462,True
01131,"Wilcox, AL",444348000.0,36911000.0,33228600.0,5979325.417036772,2411.0,21065755.0,3.499871e+07,444348000.7554129,True
01133,"Winston, AL",1088568000.0,138950000.0,7658600.0,3455480.1572978497,7365.0,74807537.0,2.4615426e+07,1088568000.2284863,True
04001,"Apache, AZ",2913128000.0,327304000.0,4456250.0,80479477.51263142,14607.0,118247230.0,2.0327798e+08,2913128000.1598005,True
04003,"Cochise, AZ",6228079000.0,799049000.0,50419600.0,3641400.0,29807.0,575383094.0,2.316355e+08,6228078998.481619,True
04005,"Coconino, AZ",9926767000.0,1560162843.1689978,61085597.29986855,0.0,59472.0,1105317596.2557566,3.4695882e+08,9926767000.579386,True
04007,"Gila, AZ",2329119000.0,403999186.19469154,17804905.47966804,0.0,13608.0,315411734.0,9.692993e+07,2329119000.5636,True
04009,"Graham, AZ",1736107000.0,176164028.51039097,18464982.532122232,0.0,9824.0,141845848.0,1.0237352e+08,1736107000.5377595,True
04011,"Greenlee, AZ",2090140000.0,32968291.63905171,12217000.0,34333813.5384264,4979.0,25297921.0,4.351697e+07,2090139999.630431,True
04012,"La Paz, AZ",837662000.0,103338323.17401762,49615257.32233939,0.0,6060.0,70490517.0,1.3903555e+08,837661999.0409712,True
04013,"Maricopa, AZ",389416914000.0,65977461000.0,402720000.0,29438000.0,2317205.0,39184059098.46279,4.8367226e+08,389416914011.2872,True
04015,"Mohave, AZ",8627225000.0,1802408115.5774379,48916000.0,318587013.9316273,53985.0,1383061598.0,1.7215493e+08,8627225001.061317,True
04017,"Navajo, AZ",3808304000.0,591410904.0614815,40113755.96040483,0.0,26234.0,423019484.0,1.541566e+08,3808303999.4681044,True
04019,"Pima, AZ",63134914000.0,10274650375.714294,57313831.370040186,0.0,381409.0,6918989058.243967,1.2957763e+08,63134914000.37477,True
04021,"Pinal, AZ",14393417000.0,3525306000.0,321820000.0,155279000.0,73719.0,2658506853.166299,2.7820566e+08,14393417014.888615,True
04023,"Santa Cruz, AZ",2720096000.0,245586784.47799352,24221349.021264587,0.0,12313.0,198337369.0,2.248307e+07,2720095999.950816,True
04025,"Yavapai, AZ",11194140000.0,2918138048.739271,11018491.535498772,0.0,67568.0,2269956196.0,1.20601256e+08,11194140000.277601,True
04027,"Yuma, AZ",10748949000.0,1332814000.0,1305398000.0,18810626.494480133,70111.0,867242553.6145716,1.0895832e+09,10748948992.915201,True
05001,"Arkansas, AR",1439994000.0,88054000.0,95215600.0,43975768.663006306,8856.0,53424554.0,1.5658688e+08,1439994004.4590275,True
05003,"Ashley, AR",1116443000.0,70465000.0,66038200.0,2942800.0,5531.0,40556556.0,7.3777944e+07,1116442999.3087344,True
05005,"Baxter, AR",2214396000.0,252178543.14995664,3954349.264346888,0.0,16323.0,182510175.0,1.8912488e+07,2214395999.9131184,True
05007,"Benton, AR",23522414000.0,2401094000.0,172320400.0,134288357.71294022,151032.0,1701177756.0,2.7787676e+07,23522413995.64802,True
05009,"Boone, AR",1845723000.0,203398171.12587094,8231028.53388536,0.0,14251.0,140115476.0,2.1907286e+07,1845722999.8202114,True
05011,"Bradley, AR",448274000.0,37307000.0,39258400.0,11666796.07650417,3407.0,21274275.0,1.9236036e+07,448273999.6786274,True
05013,"Calhoun, AR",416863000.0,41484000.0,3070600.0,3324618.936760485,4312.0,9391171.0,1.5762274e+07,416863000.0013473,True
05015,"Carroll, AR",1102741000.0,142536995.27519277,51745551.32728051,0.0,11469.0,117022976.0,2.2472194e+07,1102740997.7872992,True
05017,"Chicot, AR",364571000.0,45895000.0,61078000.0,22017024.985805035,2592.0,26379051.0,1.2704324e+08,364571001.2949956,True
05019,"Clark, AR",1015308000.0,117999000.0,24519200.0,22155338.484935522,7786.0,68849962.0,3.1681074e+07,1015308000.5349169,True
05021,"Clay, AR",486149000.0,63431000.0,61586400.0,48141207.91343403,3028.0,36404163.0,1.2721024e+08,486148998.252726,True
05023,"Cleburne, AR",807033000.0,133498956.80707729,10218106.249807086,0.0,6624.0,100942122.0,2.0058574e+07,807032999.7968206,True
05025,"Cleveland, AR",189303000.0,24194000.0,56667000.0,15611670.128841817,991.0,19304608.0,1.4282813e+07,189303000.29409933,True
05027,"Columbia, AR",1282021000.0,109016248.18153615,23710113.601921305,0.0,7940.0,67323384.0,2.4513118e+07,1282020999.5036273,True
05029,"Conway, AR",957370000.0,93038089.09198885,70012000.0,18074363.78592825,6583.0,63271056.0,3.2396078e+07,957369999.600065,True
05031,"Craighead, AR",6875791000.0,799622000.0,48386000.0,15039356.811900139,53731.0,486981079.0,1.4700691e+08,6875791001.70092,True
05033,"Crawford, AR",2231513000.0,282254000.0,9545800.0,2267200.0,18875.0,217367047.0,2.8093038e+07,2231512999.6658487,True
05035,"Crittenden, AR",2253119000.0,205506399.8536178,89156292.6958207,0.0,15960.0,173529985.0,1.3754277e+08,2253118995.8680906,True
05037,"Cross, AR",611602000.0,74335000.0,56360000.0,20587464.844549656,4707.0,50676387.0,1.3604626e+08,611602000.4304533,True
05039,"Dallas, AR",329346000.0,30465000.0,11293200.0,13352928.846273184,2489.0,14972810.0,1.8976492e+07,329345999.5128002,True
05041,"Desha, AR",727178000.0,50325000.0,118183200.0,19798949.235160112,4204.0,29585687.0,1.281912e+08,727178001.4742374,True
05043,"Drew, AR",786281000.0,66993000.0,67057600.00000001,6413400.0,6850.0,55916185.0,5.4053924e+07,786280997.6710187,True
05045,"Faulkner, AR",5417914000.0,798731963.3686532,2019932.701291676,0.0,44769.0,582677186.0,2.7980112e+07,5417913999.927399,True
05047,"Franklin, AR",579480000.0,76188853.9918848,22405197.319090642,0.0,4764.0,49121450.0,2.5586136e+07,579480000.8773875,True
05049,"Fulton, AR",231540000.0,49945569.23108854,2476361.013654242,0.0,2082.0,30158816.0,2.2626188e+07,231539999.94014636,True
05051,"Garland, AR",4561865000.0,683541000.0,5698800.0,1117200.0,38998.0,462066294.0,2.301443e+07,4561864999.950076,True
05053,"Grant, AR",611233000.0,107777000.0,12780000.0,4237868.537820578,4120.0,60936682.0,1.654662e+07,611233000.3404988,True
05055,"Greene, AR",1988737000.0,181263000.0,54566200.0,32003800.0,21057.0,161746321.0,1.0303429e+08,1988736999.4587708,True
05057,"Hempstead, AR",1235124000.0,78008899.08610548,52732800.0,31783304.876871347,7836.0,53050374.0,2.5139874e+07,1235124001.957772,True
05059,"Hot Spring, AR",1493660000.0,159715149.5304752,9007399.577945407,0.0,7843.0,97894831.0,2.0990266e+07,1493660000.4203222,True
05061,"Howard, AR",790073000.0,63043000.0,87775600.0,15691851.346037745,6243.0,40699436.0,2.009762e+07,790073004.2587024,True
05063,"Independence, AR",2487212000.0,172209105.2440993,68502200.0,4689980.1803536415,18686.0,117111734.0,5.4131064e+07,2487212001.3618827,True
05065,"Izard, AR",367794000.0,71569000.0,15215666.666666666,570501.0392844081,2494.0,36423499.0,2.1483764e+07,367794000.46339935,True
05067,"Jackson, AR",1055964000.0,68057000.0,139433000.0,55027643.96334362,4396.0,35395114.0,1.359959e+08,1055963999.0167786,True
05069,"Jefferson, AR",3569355000.0,254907000.0,96476200.0,72862492.00536346,24809.0,185710355.0,1.3092149e+08,3569355001.5394197,True
05071,"Johnson, AR",880921000.0,97945357.63688162,23263649.663632393,0.0,8460.0,75567169.0,2.6013924e+07,880920999.1365077,True
05073,"Lafayette, AR",179551000.0,33828000.0,36798200.0,10798721.381623685,1050.0,13117815.0,3.541254e+07,179551000.9427255,True
05075,"Lawrence, AR",587231000.0,68183000.0,54989400.0,11846310.233825684,4103.0,40576103.0,9.7455544e+07,587230999.0067747,True
05077,"Lee, AR",233800000.0,46865000.0,38999800.0,9250410.5775384,1464.0,14796667.0,1.2772761e+08,233799999.17893595,True
05079,"Lincoln, AR",332457000.0,30801000.0,51297200.0,16734490.288283706,1983.0,21296373.0,7.985169e+07,332456998.8463041,True
05081,"Little River, AR",669545000.0,48965033.46232177,31775200.0,29083390.900748014,3100.0,33298936.0,2.9338714e+07,669545001.0228922,True
05083,"Logan, AR",638493000.0,96502000.0,62939800.0,14087153.159661174,4915.0,64156511.0,3.0153284e+07,638492999.1861662,True
05085,"Lonoke, AR",2038433000.0,464339000.0,49765800.0,48289200.0,15402.0,295242020.0,1.2902029e+08,2038432999.2814174,True
05087,"Madison, AR",555728000.0,74910000.0,66943600.00000001,12185405.00662458,3325.0,55960102.0,3.374622e+07,555728002.1929585,True
05089,"Marion, AR",730189000.0,106447000.0,1727666.6666666667,427382.6591531038,3596.0,63547120.0,2.1887872e+07,730188999.9846606,True
05091,"Miller, AR",1767280000.0,211074286.72407588,17469800.0,11469594.516952038,12266.0,143542211.0,4.3847932e+07,1767279999.5109558,True
05093,"Mississippi, AR",4125066000.0,178101000.0,110639400.0,9927323.541953087,18884.0,115247439.0,2.2963994e+08,4125065997.9956245,True
05095,"Monroe, AR",284851000.0,36054000.0,37080600.0,29479305.83858311,1738.0,15398236.0,9.297225e+07,284850998.4766044,True
05097,"Montgomery, AR",195922000.0,57695000.0,4795800.0,10712149.592589945,1285.0,30662242.0,2.9097244e+07,195922000.0629341,True
05099,"Nevada, AR",291587000.0,37883000.0,19679600.0,35563290.83901897,2079.0,21165547.0,1.968437e+07,291586999.20112133,True
05101,"Newton, AR",128817000.0,40564697.40143368,1055400.0,2029314.011747241,976.0,27586242.0,3.1886818e+07,128817000.0226258,True
05103,"Ouachita, AR",844948000.0,112521000.0,11483800.0,42880900.35073018,6318.0,54761996.0,1.7682756e+07,844948000.5758363,True
05105,"Perry, AR",229074000.0,61969000.0,24232600.0,11430059.763829827,987.0,28883319.0,2.49907e+07,229074000.23862845,True
05107,"Phillips, AR",698077000.0,64446000.0,76826200.0,27709669.9041301,4448.0,39507277.0,1.4791221e+08,698077001.3345383,True
05109,"Pike, AR",358359000.0,71235935.15769656,25996952.638556078,0.0,2390.0,27250222.0,2.0857074e+07,358359000.1125929,True
05111,"Poinsett, AR",859602000.0,136433000.0,98038400.0,29212070.890081167,5545.0,58511884.0,1.6928902e+08,859601999.4793802,True
05113,"Polk, AR",768226000.0,111812000.0,60091200.0,16219648.983381748,5915.0,59637093.0,3.217333e+07,768226000.8827959,True
05115,"Pope, AR",3984273000.0,333722795.50930935,107855834.56007884,0.0,27904.0,230953928.0,3.4488524e+07,3984273005.259371,True
05117,"Prairie, AR",294563000.0,34993000.0,51750800.0,43193810.92336619,1577.0,18600420.0,1.1088407e+08,294562999.3941931,True
05119,"Pulaski, AR",39411335000.0,3853003000.0,22713200.0,3549800.0,267329.0,2119456255.923543,3.9163264e+07,39411334999.42968,True
05121,"Randolph, AR",657687000.0,73689764.27944866,27232200.0,34944560.15263474,5919.0,50113123.0,5.770492e+07,657686999.7668042,True
05123,"St. Francis, AR",919150000.0,75405000.0,43979500.0,13477178.003804922,6530.0,54414161.0,1.2405381e+08,919150000.886299,True
05125,"Saline, AR",3886239000.0,775918784.3489693,2952145.9135711812,0.0,29052.0,602247525.0,2.3014092e+07,3886238999.8823333,True
05127,"Scott, AR",445851000.0,49799000.0,56292400.0,16292336.226026535,3231.0,27483922.0,3.4260044e+07,445851000.38509965,True
05129,"Searcy, AR",249813000.0,54284000.0,2454333.3333333335,24866815.02985844,1409.0,19592298.0,2.5013762e+07,249812999.9455744,True
05131,"Sebastian, AR",8931190000.0,887884000.0,42853000.0,7378000.0,69861.0,509745080.0,1.9619802e+07,8931190000.018892,True
05133,"Sevier, AR",655270000.0,79187373.59637515,111567457.98649889,0.0,5255.0,40142300.0,1.630364e+07,655269997.1306088,True
05135,"Sharp, AR",502842000.0,83611000.0,59887400.0,44713732.327862084,3642.0,43406414.0,2.181648e+07,502842002.02662134,True
05137,"Stone, AR",332445000.0,59358000.0,12783600.0,15618303.876568556,2494.0,41246089.0,2.3111506e+07,332444999.8984494,True
05139,"Union, AR",3478810000.0,319700000.0,15010200.0,32354495.48141575,17166.0,115282782.0,2.548715e+07,3478810000.0768123,True
05141,"Van Buren, AR",479099000.0,76444288.34795317,2879600.0,14415665.745921373,3785.0,51986352.0,2.7015118e+07,479098999.95690507,True
05143,"Washington, AR",16821854000.0,2332261000.0,108742000.0,38308354.88675308,127830.0,1337473885.0,3.276764e+07,16821853997.042059,True
05145,"White, AR",3100486000.0,344153000.0,25914000.0,13182000.0,25976.0,261437654.0,7.3348296e+07,3100485999.0404916,True
05147,"Woodruff, AR",369497000.0,28121000.0,72036000.0,9796413.164379597,1947.0,16483573.0,1.1508743e+08,369497001.49740404,True
05149,"Yell, AR",782820000.0,78394540.85118711,106714182.61399873,0.0,6642.0,60319782.0,4.1321e+07,782819997.722601,True
06001,"Alameda, CA",175675407000.0,22822748000.0,106106000.0,9570000.0,831131.0,25618281608.0,4.878668e+07,175675406999.5468,True
06003,"Alpine, CA",133746000.0,32041000.0,4750.0,31386124.090556383,687.0,11356316.999999998,1.764485e+07,133746000.00023292,True
06005,"Amador, CA",2077248000.0,331568000.0,18963800.0,3522531.0532126427,12065.0,355408982.0,5.8397108e+07,2077247999.549758,True
06007,"Butte, CA",11864633000.0,1989670000.0,300859600.0,43038400.0,75172.0,1671028895.0,4.874964e+08,11864633004.854877,True
06009,"Calaveras, CA",1923764000.0,478816663.6133457,14099116.640143467,0.0,10991.0,426938357.0,3.552081e+07,1923763999.344848,True
06011,"Colusa, CA",2234703000.0,151031638.63964733,299576000.0,219411695.383456,8154.0,133801542.0,7.3738694e+08,2234703008.9319234,True
06013,"Contra Costa, CA",95193582000.0,18585763000.0,112384000.0,1818698440.01799,382994.0,18485754654.00841,1.4164373e+08,95193582004.04756,True
06015,"Del Norte, CA",1032319000.0,150929867.2233826,41913778.86883766,0.0,7729.0,161127001.0,3.3395448e+07,1032318999.9465306,True
06017,"El Dorado, CA",11074003000.0,2708961988.7016015,36659056.294101454,0.0,57451.0,2434871378.3099833,6.892277e+07,11074002999.933514,True
06019,"Fresno, CA",60432380000.0,8039596000.0,4783449000.0,846019000.0,413154.0,5952507600.0,5.238568e+09,60432380216.10073,True
06021,"Glenn, CA",1494989000.0,168251000.0,290867600.0,84206671.13559246,9191.0,174158330.0,5.1360858e+08,1494988997.2701533,True
06023,"Humboldt, CA",7113236000.0,1236612130.6420596,280988687.0418479,0.0,48178.0,1114848367.0,1.22798824e+08,7113236003.333164,True
06025,"Imperial, CA",12927134000.0,901030000.0,2391244400.0,1089688600.0,63081.0,659060010.0,1.2948691e+09,12927134059.556818,True
06027,"Inyo, CA",1509354000.0,172621504.35499895,19421759.363609545,0.0,7330.0,135782262.0,9.698534e+07,1509354000.1995378,True
06029,"Kern, CA",60180594000.0,6363364000.0,4632574400.0,189993600.0,302967.0,4584461999.443737,3.6513733e+09,60180593991.99602,True
06031,"Kings, CA",8731030000.0,661392000.0,1077212600.0,169034318.5060444,45618.0,706194812.5046926,1.1696045e+09,8731029976.933647,True
06033,"Lake, CA",2482701000.0,576275102.9167608,90061660.2886522,0.0,15936.0,457107294.0,1.5576203e+08,2482701002.1414557,True
06035,"Lassen, CA",1394302000.0,138254634.55671364,65360400.0,45877326.61803436,7005.0,122482173.0,1.4085651e+08,1394302002.3898017,True
06037,"Los Angeles, CA",956211290000.0,127392748057.02522,228026530.4755162,0.0,4875632.0,105996510345.21092,4.1183652e+07,956211289994.4205,True
06039,"Madera, CA",8082102000.0,1054348000.0,1529093200.0,93673800.0,52879.0,824652654.0,1.6080072e+09,8082102039.099104,True
06041,"Marin, CA",35475463000.0,6228290011.966631,127875008.36269037,0.0,110704.0,6410761567.0,2.5374696e+07,35475463002.55985,True
06043,"Mariposa, CA",984017000.0,185443775.15127352,33733586.34811318,0.0,5459.0,141046568.0,4.3474532e+07,984017001.0434258,True
06045,"Mendocino, CA",4442020000.0,765213000.0,161797400.0,7966600.0,29495.0,799165706.0,2.6145224e+08,4442020004.3856735,True
06047,"Merced, CA",12161407000.0,1721916285.159951,2113091768.0699751,0.0,77775.0,1570434863.0,1.6272824e+09,12161406922.76943,True
06049,"Modoc, CA",660177000.0,41815329.56474598,170859800.0,51025851.650793314,2564.0,37044924.0,1.731891e+08,660176993.955183,True
06051,"Mono, CA",1493280000.0,353178000.0,29798400.0,21585442.26963997,8322.0,153701536.0,5.246242e+07,1493280000.3029864,True
06053,"Monterey, CA",37035111000.0,5209543000.0,6774332000.0,1238955000.0,167373.0,4644693502.292003,1.1909357e+09,37035111154.65189,True
06055,"Napa, CA",14031580000.0,2078767000.0,418791800.0,29027200.0,76014.0,2049054027.0,5.061825e+08,14031580001.68589,True
06057,"Nevada, CA",5818216000.0,1311461294.6476536,25501508.460684758,0.0,31275.0,1278074952.0,3.2728494e+07,5818215999.921625,True
06059,"Orange, CA",333108403000.0,63497633066.60578,119902278.00051638,0.0,1713003.0,45205319746.36227,6.6361015e+06,333108403000.0,True
06061,"Placer, CA",32610594000.0,7170114000.0,35780600.0,18858400.0,187169.0,5247550674.861613,9.208722e+07,32610594000.04476,True
06063,"Plumas, CA",1341087000.0,217837000.0,9448200.0,11811305.16708517,5669.0,139809248.0,8.910722e+07,1341086999.870195,True
06065,"Riverside, CA",126999283000.0,25703257000.0,1057777600.0000001,39994400.0,814658.0,20174589724.73785,6.067698e+08,126999282953.94563,True
06067,"Sacramento, CA",126067340000.0,17024363045.609623,354672188.67503184,0.0,724651.0,14179677832.0,7.0789664e+08,126067340003.13515,True
06069,"San Benito, CA",2988165000.0,751934495.2773446,197798338.49359748,0.0,17302.0,736236593.0,1.5875336e+08,2988164994.9602404,True
06071,"San Bernardino, CA",129913333000.0,19992303000.0,325937600.0,64182400.0,841641.0,16414806425.628662,1.9223416e+08,129913332989.14723,True
06073,"San Diego, CA",315273188000.0,49519250175.13084,949192211.0574354,0.0,1516991.0,42429920000.71429,8.871197e+07,315273187974.63495,True
06075,"San Francisco, CA",258797527000.0,26016100000.0,14365800.0,1428200.0,747996.0,10656147405.12687,230510.69,258797527000.0,True
06077,"San Joaquin, CA",42941927000.0,7168805009.161277,1713492418.4742985,0.0,284408.0,5934051245.0,2.3404178e+09,42941927080.3562,True
06079,"San Luis Obispo, CA",23063968000.0,4102922462.60217,550431453.5494624,0.0,112621.0,3901001812.821423,7.77996e+08,23063967987.596657,True
06081,"San Mateo, CA",195274079000.0,18688992562.824688,96880383.17877585,0.0,425114.0,15978615519.733517,1.2898342e+07,195274078997.5609,True
06083,"Santa Barbara, CA",38638709000.0,7045432474.511522,1866465085.3208547,0.0,193212.0,5719019928.221343,3.8610822e+08,38638708994.840225,True
06085,"Santa Clara, CA",404479848000.0,41907243000.0,408696200.0,53791800.0,1140081.0,37623981658.0,1.048959e+08,404479848004.20276,True
